order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
72,4605,2024-04-20,226,5,475.54,2377.70,Completed,2024-04-29
73,4923,2024-10-13,449,9,192.39,1731.51,Cancelled,
74,9577,2023-09-16,418,9,297.52,2677.68,Cancelled,
75,8473,2023-09-10,36,8,11.00,88.00,Cancelled,
76,6645,2024-04-11,414,2,17.55,35.10,Pending,
77,7682,2024-10-31,3,2,225.04,450.08,Pending,
78,7879,2023-07-22,161,10,454.19,4541.90,Cancelled,
79,3312,2023-04-24,418,1,224.85,224.85,Pending,
80,1211,2023-02-23,227,2,289.00,578.00,Completed,2023-02-23
81,4558,2023-10-02,316,1,89.26,89.26,Pending,
82,4698,2023-12-09,151,2,472.68,945.36,Completed,2023-12-22
83,9708,2023-08-27,217,8,143.26,1146.08,Pending,
84,8510,2023-12-17,156,10,366.55,3665.50,Cancelled,
85,6132,2024-05-06,482,3,118.26,354.78,Pending,
86,435,2023-09-07,420,4,364.81,1459.24,Completed,2023-09-21
87,21,2024-08-22,449,1,159.00,159.00,Cancelled,
88,9572,2023-08-08,93,7,315.12,2205.84,Completed,2023-08-19
89,6327,2024-05-04,368,2,478.84,957.68,Cancelled,
90,7483,2024-08-04,121,2,497.25,994.50,Pending,
91,4974,2023-10-07,391,7,348.76,2441.32,Pending,
92,8306,2024-07-27,254,3,464.90,1394.70,Pending,
93,5721,2024-11-08,434,9,191.18,1720.62,Completed,2024-11-11
94,2514,2024-07-20,444,8,331.13,2649.04,Completed,2024-07-27
95,1516,2023-10-08,134,2,495.56,991.12,Pending,
96,9456,2024-09-15,103,2,447.80,895.60,Completed,2024-09-21
97,7219,2024-01-08,480,1,218.06,218.06,Completed,2024-01-16
98,1660,2024-09-14,245,4,413.25,1653.00,Completed,2024-09-16
99,1941,2023-01-26,451,2,197.35,394.70,Completed,2023-02-01
100,9635,2023-09-27,286,10,98.05,980.50,Completed,2023-10-03
101,4955,2024-12-11,206,4,410.71,1642.84,Cancelled,
102,9775,2024-11-09,230,1,55.30,55.30,Completed,2024-11-19
103,5371,2024-09-05,185,8,7.43,59.44,Pending,
104,3891,2024-07-07,129,3,240.34,721.02,Pending,
105,6478,2023-11-26,204,10,482.61,4826.10,Completed,2023-11-28
106,9912,2023-06-27,427,1,167.99,167.99,Cancelled,
107,6385,2023-04-24,28,1,28.72,28.72,Pending,
108,908,2023-03-14,43,6,214.95,1289.70,Completed,2023-03-27
109,9602,2024-09-30,236,4,283.11,1132.44,Completed,2024-10-10
110,8432,2023-01-02,42,3,474.04,1422.12,Pending,
111,769,2023-07-17,345,9,258.44,2325.96,Cancelled,
112,8705,2024-08-09,438,5,334.67,1673.35,Completed,2024-08-18
113,840,2023-05-11,392,9,427.09,3843.81,Completed,2023-05-14
114,3575,2024-06-25,38,1,135.53,135.53,Completed,2024-06-26
115,8097,2024-10-05,347,8,474.60,3796.80,Pending,
116,6766,2024-03-05,439,6,484.87,2909.22,Cancelled,
117,1151,2024-06-27,311,3,67.59,202.77,Pending,
118,8970,2023-03-25,70,3,15.39,46.17,Pending,
119,8630,2024-05-07,373,7,411.86,2883.02,Pending,
120,6303,2023-07-14,33,4,415.09,1660.36,Pending,
121,6779,2024-09-14,135,2,346.69,693.38,Completed,2024-09-17
122,6944,2024-09-16,260,4,161.85,647.40,Cancelled,
123,9694,2023-10-08,34,7,424.57,2971.99,Completed,2023-10-08
124,3997,2023-03-11,76,4,391.87,1567.48,Cancelled,
125,9375,2023-05-24,376,4,331.00,1324.00,Completed,2023-06-05
126,8751,2023-06-29,77,7,403.50,2824.50,Pending,
127,6239,2023-09-24,455,10,124.00,1240.00,Cancelled,
128,9923,2023-07-10,434,10,286.00,2860.00,Pending,
129,5131,2023-09-22,95,10,210.16,2101.60,Completed,2023-09-26
130,8530,2024-10-06,143,4,401.71,1606.84,Cancelled,
131,7037,2023-04-29,393,9,220.33,1982.97,Pending,
132,1219,2023-09-21,159,4,114.29,457.16,Completed,2023-09-21
133,9923,2024-05-26,363,9,17.14,154.26,Cancelled,
134,7853,2024-08-31,44,6,162.05,972.30,Completed,2024-09-10
135,915,2024-05-08,395,7,350.81,2455.67,Pending,
136,8702,2024-08-13,246,10,30.80,308.00,Completed,2024-08-14
137,2490,2024-04-24,9,5,477.49,2387.45,Pending,
138,2759,2024-02-11,60,7,93.40,653.80,Cancelled,
139,6481,2023-11-28,372,1,112.10,112.10,Pending,
140,8341,2023-06-29,153,2,269.92,539.84,Pending,
141,5237,2024-04-24,177,10,296.77,2967.70,Completed,2024-05-06
142,3728,2023-07-20,370,8,485.23,3881.84,Cancelled,
143,9868,2023-11-20,426,6,488.49,2930.94,Cancelled,
144,5677,2023-09-18,35,10,481.03,4810.30,Pending,
145,7402,2024-11-22,138,2,41.38,82.76,Completed,2024-11-25
146,6419,2024-06-24,494,8,10.87,86.96,Cancelled,
147,6979,2024-04-19,76,6,199.51,1197.06,Cancelled,
148,7067,2023-10-26,54,2,84.35,168.70,Cancelled,
149,2629,2024-07-10,106,4,20.16,80.64,Pending,
150,704,2024-06-04,186,7,478.34,3348.38,Pending,
151,2395,2024-07-26,296,3,316.00,948.00,Cancelled,
152,2283,2023-04-24,262,8,115.47,923.76,Pending,
153,645,2024-06-21,455,8,343.06,2744.48,Cancelled,
154,3324,2024-03-13,43,3,320.15,960.45,Pending,
155,5789,2023-07-08,391,5,274.66,1373.30,Pending,
156,44,2024-04-04,242,3,8.26,24.78,Cancelled,
157,369,2023-09-17,282,5,73.17,365.85,Completed,2023-09-30
158,1137,2024-03-16,224,3,247.58,742.74,Cancelled,
159,3432,2024-10-01,323,7,166.49,1165.43,Pending,
160,5364,2023-01-20,181,6,50.23,301.38,Cancelled,
161,301,2024-06-09,490,6,443.08,2658.48,Pending,
162,1882,2024-12-28,317,5,345.87,1729.35,Completed,2024-12-30
163,2111,2023-01-14,220,3,107.96,323.88,Pending,
164,3440,2023-05-13,215,1,498.04,498.04,Pending,
165,3945,2024-06-25,165,1,81.00,81.00,Cancelled,
166,3786,2023-05-26,2,4,336.48,1345.92,Cancelled,
167,4502,2024-08-11,102,8,168.79,1350.32,Pending,
168,1880,2023-01-31,223,10,75.07,750.70,Cancelled,
169,9942,2023-05-07,58,7,356.18,2493.26,Pending,
170,6919,2024-04-27,431,7,308.05,2156.35,Cancelled,
171,5009,2023-09-18,5,4,107.14,428.56,Pending,
172,6128,2024-02-03,143,5,36.82,184.10,Pending,
173,1632,2023-01-05,224,7,135.63,949.41,Completed,2023-01-05
174,8964,2024-07-19,148,5,395.45,1977.25,Completed,2024-07-19
175,1636,2023-05-27,169,2,247.45,494.90,Completed,2023-06-05
176,6769,2023-05-13,426,3,260.28,780.84,Cancelled,
177,4848,2023-01-19,50,2,182.54,365.08,Completed,2023-01-29
178,6688,2023-04-12,316,10,489.22,4892.20,Completed,2023-04-23
179,3200,2023-12-06,63,6,419.05,2514.30,Cancelled,
180,6106,2024-11-07,82,4,349.68,1398.72,Pending,
181,9064,2023-07-17,479,1,165.57,165.57,Cancelled,
182,7477,2023-12-25,332,8,319.80,2558.40,Pending,
183,4443,2023-11-10,379,1,477.55,477.55,Cancelled,
184,8148,2024-11-23,208,3,469.52,1408.56,Cancelled,
185,3254,2023-03-31,306,6,28.13,168.78,Pending,
186,1898,2023-11-24,469,6,389.27,2335.62,Completed,2023-12-02
187,7138,2024-07-10,428,3,234.19,702.57,Cancelled,
188,9055,2023-03-26,276,3,203.92,611.76,Pending,
189,7298,2023-01-21,142,9,295.84,2662.56,Pending,
190,4176,2024-06-03,466,6,402.16,2412.96,Cancelled,
191,115,2024-03-18,362,10,238.09,2380.90,Cancelled,
192,1105,2023-07-02,410,5,414.27,2071.35,Pending,
193,9991,2023-12-03,458,4,187.15,748.60,Cancelled,
194,4836,2023-02-16,339,6,300.15,1800.90,Pending,
195,5343,2023-11-25,378,6,283.95,1703.70,Completed,2023-12-02
196,8132,2023-04-20,307,10,491.36,4913.60,Pending,
197,3089,2023-08-17,403,8,494.77,3958.16,Cancelled,
198,301,2024-02-26,363,5,380.51,1902.55,Completed,2024-02-28
199,7249,2023-04-17,448,5,165.94,829.70,Cancelled,
200,1438,2024-06-27,200,1,277.00,277.00,Completed,2024-07-06
201,7620,2023-12-23,467,1,400.01,400.01,Pending,
202,2752,2024-01-24,93,2,389.41,778.82,Pending,
203,8554,2023-07-20,305,7,35.09,245.63,Cancelled,
204,4464,2023-05-14,235,7,341.98,2393.86,Pending,
205,8323,2024-09-24,326,10,444.62,4446.20,Cancelled,
206,3726,2023-04-30,4,8,143.98,1151.84,Pending,
207,4040,2024-05-05,375,10,304.13,3041.30,Cancelled,
208,9469,2024-10-10,453,10,67.69,676.90,Pending,
209,5382,2023-08-05,357,7,467.85,3274.95,Pending,
210,8540,2024-11-23,347,8,375.34,3002.72,Cancelled,
211,5783,2024-10-20,452,3,259.12,777.36,Cancelled,
212,9199,2024-10-29,441,10,258.49,2584.90,Cancelled,
213,1719,2024-04-23,280,5,389.09,1945.45,Cancelled,
214,6491,2023-01-09,357,4,30.32,121.28,Cancelled,
215,67,2024-09-22,241,4,250.74,1002.96,Completed,2024-10-01
216,4872,2024-10-19,401,5,159.75,798.75,Cancelled,
217,4142,2024-04-07,446,5,142.17,710.85,Pending,
218,6607,2024-01-30,298,3,373.19,1119.57,Pending,
219,5629,2023-12-30,146,4,152.37,609.48,Completed,2024-01-08
220,1788,2023-09-23,353,7,20.34,142.38,Cancelled,
221,4090,2023-08-03,175,10,327.87,3278.70,Cancelled,
222,8456,2024-09-12,169,10,371.68,3716.80,Completed,2024-09-23
223,9387,2024-04-06,495,7,185.12,1295.84,Completed,2024-04-14
224,3656,2024-07-19,473,8,168.28,1346.24,Cancelled,
225,1181,2023-11-10,194,8,265.49,2123.92,Pending,
226,639,2024-10-29,251,4,33.11,132.44,Completed,2024-11-08
227,1604,2023-04-07,413,8,235.52,1884.16,Completed,2023-04-21
228,3170,2024-05-18,162,1,322.75,322.75,Pending,
229,8327,2023-06-02,274,4,197.01,788.04,Pending,
230,3128,2023-08-30,102,9,164.17,1477.53,Pending,
231,3101,2023-05-14,210,10,295.99,2959.90,Completed,2023-05-22
232,5459,2023-03-31,350,1,365.38,365.38,Pending,
233,2265,2024-04-14,477,7,160.96,1126.72,Pending,
234,3900,2024-09-30,161,6,405.39,2432.34,Completed,2024-10-07
235,2554,2023-05-24,135,10,346.54,3465.40,Pending,
236,2097,2023-10-27,126,5,243.63,1218.15,Pending,
237,6949,2024-08-22,406,10,168.22,1682.20,Pending,
238,3984,2024-12-12,364,6,160.41,962.46,Completed,2024-12-19
239,687,2023-04-27,468,3,23.19,69.57,Completed,2023-05-04
240,4123,2023-09-29,38,4,211.96,847.84,Completed,2023-10-13
241,5909,2023-04-24,289,5,400.66,2003.30,Completed,2023-05-06
242,2624,2024-09-03,56,9,284.04,2556.36,Cancelled,
243,1528,2023-01-15,490,3,241.42,724.26,Cancelled,
244,6861,2023-04-16,167,1,221.61,221.61,Completed,2023-04-30
245,2521,2024-10-26,87,3,453.64,1360.92,Cancelled,
246,3883,2023-10-18,336,1,185.52,185.52,Completed,2023-10-24
247,9144,2023-09-20,356,6,127.92,767.52,Pending,
248,6082,2024-08-17,190,6,406.58,2439.48,Completed,2024-08-22
249,837,2024-03-14,65,7,110.06,770.42,Completed,2024-03-14
250,8194,2024-11-19,256,8,385.24,3081.92,Cancelled,
251,5108,2024-05-14,473,4,119.88,479.52,Pending,
252,6721,2023-03-05,440,4,290.40,1161.60,Cancelled,
253,4309,2023-07-02,348,7,22.51,157.57,Cancelled,
254,4003,2023-05-26,205,10,191.63,1916.30,Cancelled,
255,6953,2023-07-08,456,10,13.60,136.00,Cancelled,
256,2453,2024-11-23,32,10,224.84,2248.40,Completed,2024-11-23
257,6565,2024-03-18,54,8,387.76,3102.08,Pending,
258,7579,2023-04-21,13,2,478.31,956.62,Cancelled,
259,2830,2023-09-16,20,1,107.57,107.57,Pending,
260,5071,2024-05-02,314,1,231.26,231.26,Cancelled,
261,2682,2023-03-17,468,2,194.28,388.56,Cancelled,
262,9040,2023-08-25,333,4,344.50,1378.00,Cancelled,
263,9647,2024-08-14,377,2,371.61,743.22,Pending,
264,6195,2023-12-12,401,10,77.62,776.20,Pending,
265,3678,2024-03-03,13,8,47.09,376.72,Pending,
266,691,2023-05-29,444,1,449.37,449.37,Pending,
267,8377,2023-07-06,120,8,225.01,1800.08,Completed,2023-07-13
268,888,2024-05-17,162,5,312.12,1560.60,Completed,2024-05-28
269,8880,2023-05-29,275,8,395.70,3165.60,Cancelled,
270,1019,2024-11-07,205,4,79.61,318.44,Cancelled,
271,8502,2024-03-07,426,1,480.19,480.19,Pending,
272,9463,2024-03-01,284,1,451.26,451.26,Completed,2024-03-12
273,6871,2023-10-05,188,9,291.90,2627.10,Pending,
274,8052,2024-12-10,210,1,423.10,423.10,Completed,2024-12-23
275,319,2024-03-26,332,7,443.63,3105.41,Completed,2024-03-28
276,4214,2023-08-11,470,6,92.56,555.36,Completed,2023-08-18
277,9022,2024-07-03,239,5,237.29,1186.45,Cancelled,
278,4277,2024-12-16,8,8,6.78,54.24,Cancelled,
279,9939,2024-04-14,140,7,162.45,1137.15,Completed,2024-04-26
280,867,2024-06-10,223,2,75.43,150.86,Cancelled,
281,8201,2024-07-12,311,8,476.98,3815.84,Pending,
282,5021,2023-05-20,80,7,263.61,1845.27,Cancelled,
283,8406,2023-03-14,408,3,447.32,1341.96,Cancelled,
284,6191,2023-12-16,132,2,221.59,443.18,Pending,
285,3212,2024-03-10,444,8,41.89,335.12,Cancelled,
286,546,2024-07-09,172,7,365.67,2559.69,Completed,2024-07-17
287,174,2024-02-16,407,4,41.76,167.04,Cancelled,
288,6197,2024-01-12,157,8,484.86,3878.88,Cancelled,
289,1051,2023-05-07,74,8,293.40,2347.20,Pending,
290,2856,2024-01-05,390,5,71.10,355.50,Cancelled,
291,3906,2023-01-19,192,5,46.19,230.95,Completed,2023-01-20
292,9461,2024-11-28,310,2,488.67,977.34,Cancelled,
293,4290,2024-12-20,285,1,263.54,263.54,Pending,
294,1942,2024-12-02,242,1,347.61,347.61,Cancelled,
295,6564,2024-05-06,249,2,186.67,373.34,Pending,
296,7662,2024-04-27,333,2,363.64,727.28,Pending,
297,4676,2024-07-15,30,5,116.91,584.55,Completed,2024-07-24
298,6115,2024-12-17,375,8,300.57,2404.56,Completed,2024-12-19
299,4814,2023-03-10,212,2,336.50,673.00,Completed,2023-03-11
300,574,2024-11-23,475,10,462.95,4629.50,Pending,
301,7689,2024-01-06,27,2,250.70,501.40,Cancelled,
302,461,2023-06-02,372,3,10.85,32.55,Pending,
303,5705,2024-12-03,341,5,284.85,1424.25,Pending,
304,3765,2023-01-13,361,10,91.93,919.30,Pending,
305,2822,2024-09-09,318,8,185.41,1483.28,Cancelled,
306,7761,2024-11-10,138,8,338.85,2710.80,Cancelled,
307,5471,2023-11-26,328,4,434.74,1738.96,Completed,2023-12-05
308,7400,2023-12-21,384,5,130.93,654.65,Pending,
309,2480,2024-11-16,197,10,382.96,3829.60,Completed,2024-11-26
310,2717,2023-04-26,29,5,46.27,231.35,Completed,2023-05-01
311,3463,2024-01-11,226,5,24.48,122.40,Cancelled,
312,1523,2023-08-24,462,4,122.99,491.96,Cancelled,
313,7281,2024-08-10,405,7,399.13,2793.91,Completed,2024-08-22
314,9971,2024-11-23,230,7,269.12,1883.84,Cancelled,
315,6176,2023-12-18,393,1,419.55,419.55,Completed,2023-12-25
316,1449,2023-02-17,414,8,154.08,1232.64,Cancelled,
317,5954,2024-06-12,267,5,309.61,1548.05,Completed,2024-06-20
318,1292,2024-06-11,141,5,296.17,1480.85,Pending,
319,956,2023-10-18,109,6,254.14,1524.84,Pending,
320,740,2023-12-05,346,6,224.88,1349.28,Completed,2023-12-05
321,9266,2023-07-07,317,10,281.13,2811.30,Pending,
322,4237,2024-08-28,192,4,162.08,648.32,Completed,2024-08-29
323,1593,2024-12-18,462,2,49.81,99.62,Pending,
324,8495,2024-02-25,191,2,481.27,962.54,Completed,2024-03-06
325,6956,2023-11-26,460,9,306.80,2761.20,Cancelled,
326,9783,2024-08-13,114,3,42.81,128.43,Completed,2024-08-19
327,1930,2024-04-09,257,4,30.90,123.60,Cancelled,
328,3256,2023-01-09,334,5,348.12,1740.60,Cancelled,
329,654,2023-09-29,453,3,78.16,234.48,Completed,2023-10-01
330,5675,2023-01-09,316,8,333.04,2664.32,Pending,
331,5491,2024-08-11,436,6,151.77,910.62,Pending,
332,8478,2023-04-15,446,8,461.09,3688.72,Cancelled,
333,2309,2024-04-26,496,2,427.66,855.32,Completed,2024-05-06
334,4187,2024-01-31,312,9,143.62,1292.58,Completed,2024-01-31
335,4831,2023-04-17,90,10,127.71,1277.10,Completed,2023-04-24
336,8981,2023-03-24,471,5,342.69,1713.45,Pending,
337,4299,2023-12-11,221,2,231.72,463.44,Completed,2023-12-19
338,777,2024-09-28,415,5,175.35,876.75,Pending,
339,2967,2024-09-26,217,8,432.81,3462.48,Completed,2024-10-10
340,8255,2024-06-21,266,10,230.22,2302.20,Cancelled,
341,7559,2023-12-04,482,8,168.67,1349.36,Completed,2023-12-12
342,4229,2023-08-30,453,8,380.45,3043.60,Pending,
343,4551,2024-08-18,3,2,459.44,918.88,Pending,
344,3493,2024-03-21,213,1,347.17,347.17,Cancelled,
345,2984,2024-12-16,357,8,169.77,1358.16,Pending,
346,9537,2024-06-12,107,5,191.55,957.75,Pending,
347,9887,2024-06-24,14,2,80.83,161.66,Completed,2024-06-28
348,4829,2024-11-16,246,10,124.99,1249.90,Cancelled,
349,5729,2024-01-04,209,2,460.96,921.92,Pending,
350,6715,2024-12-19,284,7,72.37,506.59,Pending,
351,3935,2023-01-29,445,1,483.21,483.21,Completed,2023-02-08
352,6868,2023-11-20,172,10,129.90,1299.00,Pending,
353,3805,2023-05-14,53,7,22.39,156.73,Cancelled,
354,7370,2023-08-07,326,5,124.43,622.15,Pending,
355,7213,2024-05-18,492,3,405.17,1215.51,Cancelled,
356,1105,2023-10-19,275,7,319.69,2237.83,Pending,
357,4889,2023-04-18,234,6,212.09,1272.54,Pending,
358,2131,2023-01-15,321,2,108.80,217.60,Cancelled,
359,8060,2024-07-06,279,3,281.01,843.03,Completed,2024-07-18
360,779,2024-12-14,464,7,211.02,1477.14,Completed,2024-12-28
361,4898,2024-06-09,178,10,431.57,4315.70,Completed,2024-06-15
362,6175,2023-10-31,119,6,219.34,1316.04,Cancelled,
363,1310,2024-11-27,268,1,86.80,86.80,Cancelled,
364,8563,2024-11-09,91,6,74.06,444.36,Pending,
365,8580,2023-02-12,361,9,193.71,1743.39,Cancelled,
366,5181,2024-09-12,428,10,139.89,1398.90,Cancelled,
367,8625,2023-06-10,390,5,91.92,459.60,Cancelled,
368,8734,2023-06-07,147,8,442.30,3538.40,Completed,2023-06-07
369,3976,2024-09-23,41,4,420.67,1682.68,Pending,
370,8862,2023-06-21,285,8,50.13,401.04,Cancelled,
371,3437,2024-03-18,382,3,459.39,1378.17,Pending,
372,6257,2024-03-29,268,7,490.18,3431.26,Pending,
373,7880,2024-12-20,280,7,72.41,506.87,Cancelled,
374,5540,2024-01-23,96,8,76.29,610.32,Completed,2024-01-23
375,3987,2024-04-04,77,1,255.38,255.38,Completed,2024-04-12
376,3713,2023-01-08,426,5,221.63,1108.15,Pending,
377,6668,2023-09-30,94,9,117.64,1058.76,Pending,
378,5688,2024-03-11,417,6,242.77,1456.62,Completed,2024-03-13
379,3163,2024-05-26,489,3,430.10,1290.30,Completed,2024-06-05
380,599,2024-06-27,29,5,168.64,843.20,Completed,2024-07-02
381,9579,2024-04-18,241,4,35.14,140.56,Pending,
382,3617,2024-04-03,382,3,89.26,267.78,Completed,2024-04-17
383,372,2023-06-06,160,3,395.39,1186.17,Pending,
384,5427,2024-06-17,176,6,148.73,892.38,Completed,2024-06-26
385,3655,2024-10-26,297,8,446.72,3573.76,Completed,2024-10-26
386,4806,2024-07-04,54,2,210.71,421.42,Cancelled,
387,1133,2024-02-14,185,10,213.56,2135.60,Completed,2024-02-27
388,7546,2024-01-25,120,9,198.53,1786.77,Completed,2024-02-03
389,167,2024-11-18,153,5,259.88,1299.40,Completed,2024-11-24
390,8190,2023-07-02,383,4,107.58,430.32,Cancelled,
391,1156,2023-12-05,494,3,145.29,435.87,Cancelled,
392,5775,2023-01-30,274,8,459.42,3675.36,Completed,2023-01-30
393,6939,2023-09-26,457,3,123.38,370.14,Cancelled,
394,5127,2023-06-13,299,10,340.36,3403.60,Completed,2023-06-19
395,4501,2024-07-22,17,8,209.23,1673.84,Cancelled,
396,9753,2023-02-18,166,4,34.28,137.12,Pending,
397,3695,2024-12-11,441,4,290.08,1160.32,Pending,
398,1923,2023-05-28,124,9,251.91,2267.19,Completed,2023-06-05
399,3670,2023-02-24,127,6,215.03,1290.18,Cancelled,
400,5253,2023-02-09,457,9,388.66,3497.94,Pending,
401,8870,2023-08-12,345,1,473.59,473.59,Completed,2023-08-15
402,7494,2023-01-22,144,4,166.41,665.64,Completed,2023-01-24
403,7376,2023-03-14,252,3,258.19,774.57,Completed,2023-03-19
404,6246,2024-01-12,188,10,218.59,2185.90,Cancelled,
405,7586,2023-12-28,357,10,335.55,3355.50,Completed,2024-01-04
406,5584,2024-01-12,291,6,307.74,1846.44,Completed,2024-01-12
407,5617,2023-05-18,166,4,345.72,1382.88,Completed,2023-05-27
408,1360,2023-10-21,227,2,153.68,307.36,Completed,2023-11-04
409,1218,2024-12-07,287,4,314.01,1256.04,Pending,
410,5130,2024-04-09,68,6,75.99,455.94,Pending,
411,8684,2024-02-08,331,9,86.19,775.71,Pending,
412,5136,2023-07-09,50,2,307.08,614.16,Cancelled,
413,1517,2023-10-30,154,6,248.26,1489.56,Cancelled,
414,5240,2024-11-11,77,1,402.90,402.90,Pending,
415,2221,2024-04-19,243,7,383.69,2685.83,Completed,2024-04-22
416,422,2023-07-13,263,9,75.04,675.36,Pending,
417,5941,2023-06-22,350,4,90.29,361.16,Pending,
418,4664,2023-06-27,450,5,9.76,48.80,Cancelled,
419,9558,2023-01-23,103,7,120.61,844.27,Cancelled,
420,9446,2023-04-01,129,2,92.13,184.26,Cancelled,
421,9047,2023-06-18,462,1,184.04,184.04,Cancelled,
422,5797,2023-03-04,245,10,161.91,1619.10,Cancelled,
423,441,2023-04-01,145,8,305.85,2446.80,Completed,2023-04-03
424,3880,2023-01-09,463,3,165.83,497.49,Completed,2023-01-10
425,9081,2023-07-28,461,10,48.05,480.50,Pending,
426,4960,2024-12-28,380,4,134.68,538.72,Cancelled,
427,6015,2024-12-03,243,2,105.05,210.10,Cancelled,
428,7089,2024-07-13,355,3,446.78,1340.34,Completed,2024-07-19
429,1429,2023-04-29,96,8,123.41,987.28,Pending,
430,1909,2023-03-30,78,1,387.77,387.77,Cancelled,
431,3342,2023-04-05,258,2,497.00,994.00,Pending,
432,4754,2024-09-24,304,5,282.44,1412.20,Pending,
433,8620,2024-10-22,487,10,30.12,301.20,Cancelled,
